S 1111
R 273 23
W 4936 28
R 4936 28
W 8771 28
R 8771 28
W 14148 6
R 14148 6
W 31213 29
R 31213 29
W 54660 19
R 54660 19
W 38683 18
R 38683 18
W 40374 14
R 40374 14
W 42713 1
R 42713 1
W 51266 18
R 51266 18
W 22334 27
R 22334 27
W 38346 5
R 38346 5
W 1003 11
R 1003 11
W 15749 15
R 15749 15
W 22064 26
R 22064 26
W 3593 25
R 3593 25
W 7265 7
R 7265 7
W 12813 21
R 12813 21
W 35496 30
R 35496 30
W 520 22
R 520 22
W 29447 5
R 29447 5
W 57111 27
R 57111 27
W 1301 7
R 1301 7
W 12799 2
R 12799 2
W 3078 2
R 3078 2
W 33851 19
R 33851 19
W 2786 31
R 2786 31
W 32063 9
R 32063 9
W 12290 15
R 12290 15
W 287 5
R 287 5
W 10743 19
R 10743 19
W 48500 20
R 48500 20
W 53370 17
R 53370 17
W 9469 27
R 9469 27
W 22739 31
R 22739 31
W 24503 7
R 24503 7
W 48786 20
R 48786 20
W 46589 21
R 46589 21
W 48028 7
R 48028 7
W 20374 31
R 20374 31
W 573 7
R 573 7
W 10983 29
R 10983 29
W 3542 6
R 3542 6
W 48108 13
R 48108 13
W 8939 26
R 8939 26
W 41994 25
R 41994 25
W 27700 11
R 27700 11
W 21307 4
R 21307 4
W 20737 19
R 20737 19
W 38864 6
R 38864 6
W 32573 11
R 32573 11
W 30127 18
R 30127 18
W 13910 12
R 13910 12
W 8567 23
R 8567 23
W 13225 25
R 13225 25
W 39318 20
R 39318 20
W 25822 4
R 25822 4
W 774 3
R 774 3
W 19620 21
R 19620 21
W 37004 25
R 37004 25
W 23550 30
R 23550 30
W 40050 24
R 40050 24
W 38422 27
R 38422 27
W 1248 31
R 1248 31
W 34789 25
R 34789 25
W 45291 30
R 45291 30
W 29752 15
R 29752 15
W 25843 1
R 25843 1
W 21064 18
R 21064 18
W 31873 8
R 31873 8
W 6008 9
R 6008 9
W 31704 11
R 31704 11
W 55957 11
R 55957 11
W 53003 17
R 53003 17
W 15826 26
R 15826 26
W 38601 12
R 38601 12
W 37934 24
R 37934 24
W 16899 28
R 16899 28
W 17129 31
R 17129 31
W 20827 31
R 20827 31
W 50068 30
R 50068 30
W 53746 25
R 53746 25
W 2274 9
R 2274 9
W 602 1
R 602 1
W 48463 13
R 48463 13
W 41243 4
R 41243 4
W 38131 31
R 38131 31
W 20766 29
R 20766 29
W 48083 26
R 48083 26
W 46786 7
R 46786 7
W 32704 20
R 32704 20
W 29557 9
R 29557 9
W 41159 20
R 41159 20
W 24115 27
R 24115 27
W 48220 28
R 48220 28
W 44672 9
R 44672 9
W 29142 19
R 29142 19
W 55228 3
R 55228 3
W 55127 20
R 55127 20
W 46562 17
R 46562 17
W 14578 8
R 14578 8
W 35182 18
R 35182 18
W 46065 31
R 46065 31
W 23918 14
R 23918 14
W 6837 25
R 6837 25
W 26985 9
R 26985 9
W 33212 5
R 33212 5
W 44644 21
R 44644 21
W 29271 18
R 29271 18
W 9780 10
R 9780 10
W 39975 6
R 39975 6
W 52899 4
R 52899 4
W 29990 13
R 29990 13
W 43189 13
R 43189 13
W 32886 6
R 32886 6
W 292 29
R 292 29
W 54676 15
R 54676 15
W 34638 18
R 34638 18
W 34078 26
R 34078 26
W 6474 3
R 6474 3
W 6381 20
R 6381 20
W 14920 28
R 14920 28
W 24467 24
R 24467 24
W 40237 14
R 40237 14
W 54597 29
R 54597 29
W 158 19
R 158 19
W 38934 4
R 38934 4
W 49001 23
R 49001 23
W 30113 27
R 30113 27
W 22970 16
R 22970 16
W 50869 30
R 50869 30
W 36735 11
R 36735 11
W 1392 26
R 1392 26
W 17871 24
R 17871 24
W 56203 26
R 56203 26
W 2657 5
R 2657 5
W 49614 3
R 49614 3
W 28450 2
R 28450 2
W 3414 15
R 3414 15
W 54091 2
R 54091 2
W 44976 3
R 44976 3
W 37895 11
R 37895 11
W 33579 8
R 33579 8
W 29955 23
R 29955 23
W 48014 3
R 48014 3
W 52963 30
R 52963 30
W 10651 17
R 10651 17
W 32397 9
R 32397 9
W 30000 2
R 30000 2
W 31129 28
R 31129 28
W 9078 24
R 9078 24
W 25908 5
R 25908 5
W 26787 1
R 26787 1
W 50853 19
R 50853 19
W 49317 19
R 49317 19
W 22677 22
R 22677 22
W 28122 5
R 28122 5
W 55324 25
R 55324 25
W 16397 31
R 16397 31
W 2513 13
R 2513 13
W 15324 18
R 15324 18
W 40415 29
R 40415 29
W 22295 18
R 22295 18
W 21634 10
R 21634 10
W 49353 4
R 49353 4
W 15619 13
R 15619 13
W 12821 6
R 12821 6
W 43396 19
R 43396 19
W 22157 19
R 22157 19
W 4274 16
R 4274 16
W 18970 20
R 18970 20
W 34695 23
R 34695 23
W 5605 5
R 5605 5
W 43258 31
R 43258 31
W 44226 28
R 44226 28
W 12686 3
R 12686 3
W 43904 19
R 43904 19
W 11797 13
R 11797 13
W 3034 5
R 3034 5
W 44767 20
R 44767 20
W 20658 25
R 20658 25
W 45283 1
R 45283 1
W 36377 15
R 36377 15
W 56704 31
R 56704 31
W 2704 19
R 2704 19
W 56280 4
R 56280 4
W 14202 16
R 14202 16
W 3232 28
R 3232 28
W 49923 6
R 49923 6
W 25426 22
R 25426 22
W 34918 4
R 34918 4
W 22628 14
R 22628 14
W 33870 22
R 33870 22
W 5758 25
R 5758 25
W 51473 13
R 51473 13
W 23756 30
R 23756 30
W 53567 10
R 53567 10
W 31883 31
R 31883 31
W 43030 17
R 43030 17
W 25598 22
R 25598 22
W 26685 9
R 26685 9
W 1874 9
R 1874 9
W 41782 17
R 41782 17
W 44311 12
R 44311 12
W 43404 28
R 43404 28
W 54782 22
R 54782 22
W 50506 26
R 50506 26
W 26074 22
R 26074 22
W 38108 25
R 38108 25
W 55745 8
R 55745 8
W 16822 24
R 16822 24
W 38832 10
R 38832 10
W 33853 5
R 33853 5
W 37454 24
R 37454 24
W 36422 6
R 36422 6
W 48891 21
R 48891 21
W 5667 5
R 5667 5
W 22076 6
R 22076 6
W 39487 29
R 39487 29
W 8082 7
R 8082 7
W 21437 16
R 21437 16
W 38334 24
R 38334 24
W 17395 27
R 17395 27
W 25247 23
R 25247 23
W 30705 25
R 30705 25
W 30396 23
R 30396 23
W 37615 2
R 37615 2
W 52380 14
R 52380 14
W 8872 6
R 8872 6
W 9088 23
R 9088 23
W 13623 15
R 13623 15
W 34674 20
R 34674 20
W 35016 5
R 35016 5
W 50355 6
R 50355 6
W 258 6
R 258 6
W 34515 26
R 34515 26
W 6613 5
R 6613 5
W 19910 29
R 19910 29
W 14378 27
R 14378 27
W 13975 15
R 13975 15
W 3270 14
R 3270 14
W 18882 1
R 18882 1
W 39872 2
R 39872 2
W 46818 20
R 46818 20
W 30025 16
R 30025 16
W 28502 13
R 28502 13
W 40158 17
R 40158 17
W 46554 16
R 46554 16
W 46199 23
R 46199 23
W 18606 19
R 18606 19
W 40658 30
R 40658 30
W 2616 15
R 2616 15
W 3090 26
R 3090 26
W 5744 30
R 5744 30
W 10340 28
R 10340 28
W 54359 8
R 54359 8
W 47707 16
R 47707 16
W 46304 24
R 46304 24
W 21624 19
R 21624 19
W 13443 19
R 13443 19
W 17956 18
R 17956 18
W 21569 31
R 21569 31
W 31394 31
R 31394 31
W 2217 22
R 2217 22
W 42152 4
R 42152 4
W 9363 16
R 9363 16
W 8408 18
R 8408 18
W 7201 31
R 7201 31
W 26314 9
R 26314 9
W 28967 31
R 28967 31
W 8089 9
R 8089 9
W 33881 14
R 33881 14
W 25496 12
R 25496 12
W 12303 7
R 12303 7
W 50427 15
R 50427 15
W 33233 30
R 33233 30
W 51307 22
R 51307 22
W 52770 2
R 52770 2
W 49197 12
R 49197 12
W 37416 7
R 37416 7
W 10274 27
R 10274 27
W 2127 14
R 2127 14
W 42375 18
R 42375 18
W 21988 23
R 21988 23
W 55042 9
R 55042 9
W 31616 28
R 31616 28
W 3210 27
R 3210 27
W 53391 7
R 53391 7
W 22802 11
R 22802 11
W 18482 3
R 18482 3
W 25904 4
R 25904 4
W 10541 21
R 10541 21
W 32789 29
R 32789 29
W 37033 12
R 37033 12
W 52762 9
R 52762 9
W 1303 21
R 1303 21
W 47501 6
R 47501 6
W 7990 15
R 7990 15
W 45526 11
R 45526 11
W 27494 12
R 27494 12
W 15398 26
R 15398 26
W 40819 2
R 40819 2
W 1728 15
R 1728 15
W 47314 24
R 47314 24
W 37024 18
R 37024 18
W 32224 14
R 32224 14
W 43783 23
R 43783 23
W 25452 12
R 25452 12
W 40540 21
R 40540 21
W 35678 24
R 35678 24
W 5863 7
R 5863 7
W 17074 30
R 17074 30
W 15835 11
R 15835 11
W 20360 28
R 20360 28
W 46851 15
R 46851 15
W 30858 6
R 30858 6
W 41430 14
R 41430 14
W 23513 23
R 23513 23
W 34816 14
R 34816 14
W 2153 18
R 2153 18
W 13743 6
R 13743 6
W 20081 18
R 20081 18
W 3415 2
R 3415 2
W 3026 11
R 3026 11
W 34290 18
R 34290 18
W 55338 18
R 55338 18
W 51109 12
R 51109 12
W 27981 29
R 27981 29
W 31941 25
R 31941 25
W 54577 8
R 54577 8
W 30661 31
R 30661 31
W 26353 12
R 26353 12
W 26041 19
R 26041 19
W 49713 9
R 49713 9
W 55157 16
R 55157 16
W 9817 27
R 9817 27
W 4325 24
R 4325 24
W 52698 13
R 52698 13
W 1703 8
R 1703 8
W 35312 12
R 35312 12
W 20700 22
R 20700 22
W 2419 13
R 2419 13
W 48376 10
R 48376 10
W 7681 19
R 7681 19
W 21399 2
R 21399 2
W 36230 6
R 36230 6
W 16622 8
R 16622 8
W 1271 12
R 1271 12
W 46914 17
R 46914 17
W 29792 23
R 29792 23
W 20931 11
R 20931 11
W 39900 17
R 39900 17
W 3972 29
R 3972 29
W 24805 22
R 24805 22
W 17251 17
R 17251 17
W 25286 28
R 25286 28
W 27888 28
R 27888 28
W 36033 4
R 36033 4
W 762 15
R 762 15
W 25510 6
R 25510 6
W 32245 18
R 32245 18
W 493 15
R 493 15
W 1443 25
R 1443 25
W 9611 14
R 9611 14
W 28173 11
R 28173 11
W 19357 5
R 19357 5
W 13478 20
R 13478 20
W 633 19
R 633 19
W 28975 14
R 28975 14
W 14934 18
R 14934 18
W 20019 8
R 20019 8
W 18642 2
R 18642 2
W 2390 20
R 2390 20
W 50444 8
R 50444 8
W 32853 27
R 32853 27
W 738 17
R 738 17
W 14814 20
R 14814 20
W 40239 1
R 40239 1
W 43956 21
R 43956 21
W 48231 20
R 48231 20
W 23718 15
R 23718 15
W 39313 18
R 39313 18
W 3965 10
R 3965 10
W 46455 16
R 46455 16
W 57192 10
R 57192 10
W 13631 20
R 13631 20
W 19690 12
R 19690 12
W 51392 18
R 51392 18
W 21412 23
R 21412 23
W 8848 1
R 8848 1
W 54911 5
R 54911 5
W 45637 27
R 45637 27
W 2626 14
R 2626 14
W 12255 5
R 12255 5
W 4654 10
R 4654 10
W 36791 1
R 36791 1
W 5195 12
R 5195 12
W 49185 25
R 49185 25
W 1363 17
R 1363 17
W 25718 11
R 25718 11
W 17766 8
R 17766 8
W 53847 9
R 53847 9
W 55239 15
R 55239 15
W 51344 17
R 51344 17
W 18660 19
R 18660 19
W 57189 25
R 57189 25
W 4243 31
R 4243 31
W 20416 13
R 20416 13
W 49438 14
R 49438 14
W 28875 14
R 28875 14
W 19431 5
R 19431 5
W 8738 11
R 8738 11
W 18890 27
R 18890 27
W 17403 2
R 17403 2
W 30684 10
R 30684 10
W 54233 6
R 54233 6
W 8743 7
R 8743 7
W 20370 4
R 20370 4
W 33096 6
R 33096 6
W 9561 28
R 9561 28
W 9026 6
R 9026 6
W 2447 12
R 2447 12
W 38505 5
R 38505 5
W 3754 14
R 3754 14
W 39151 5
R 39151 5
W 19157 7
R 19157 7
W 32759 5
R 32759 5
W 17673 19
R 17673 19
W 20282 19
R 20282 19
W 55519 8
R 55519 8
W 4470 30
R 4470 30
W 25688 13
R 25688 13
W 45801 22
R 45801 22
W 3467 25
R 3467 25
W 3084 4
R 3084 4
W 7773 16
R 7773 16
W 14243 6
R 14243 6
W 17188 10
R 17188 10
W 16699 16
R 16699 16
W 17813 28
R 17813 28
W 37188 14
R 37188 14
W 57089 23
R 57089 23
W 56673 20
R 56673 20
W 47870 11
R 47870 11
W 44303 27
R 44303 27
W 46002 3
R 46002 3
W 32918 27
R 32918 27
W 45602 29
R 45602 29
W 52213 30
R 52213 30
W 18352 11
R 18352 11
W 53905 7
R 53905 7
W 1872 7
R 1872 7
W 19961 20
R 19961 20
W 6210 21
R 6210 21
W 15428 3
R 15428 3
W 35167 19
R 35167 19
W 52801 20
R 52801 20
W 57028 29
R 57028 29
W 44139 17
R 44139 17
W 47165 11
R 47165 11
W 19872 22
R 19872 22
W 6143 5
R 6143 5
W 50170 25
R 50170 25
W 49589 2
R 49589 2
W 27086 19
R 27086 19
W 34800 21
R 34800 21
W 28530 3
R 28530 3
W 34453 5
R 34453 5
W 31158 9
R 31158 9
W 27807 21
R 27807 21
W 48302 9
R 48302 9
W 33666 24
R 33666 24
W 24160 14
R 24160 14
W 13969 31
R 13969 31
W 7177 24
R 7177 24
W 25670 9
R 25670 9
W 39614 19
R 39614 19
W 6111 30
R 6111 30
W 9831 10
R 9831 10
W 3751 2
R 3751 2
W 49913 5
R 49913 5
W 52373 19
R 52373 19
W 1496 15
R 1496 15
W 4054 26
R 4054 26
W 53761 13
R 53761 13
W 13704 31
R 13704 31
W 21109 19
R 21109 19
W 14750 15
R 14750 15
W 15186 8
R 15186 8
W 48032 28
R 48032 28
W 32510 18
R 32510 18
W 33029 13
R 33029 13
W 31788 16
R 31788 16
W 22644 16
R 22644 16
W 12921 6
R 12921 6
W 4808 18
R 4808 18
W 56754 4
R 56754 4
W 18398 15
R 18398 15
W 21128 22
R 21128 22
W 17177 6
R 17177 6
W 37930 20
R 37930 20
W 54073 21
R 54073 21
W 12717 24
R 12717 24
W 30580 3
R 30580 3
W 32007 12
R 32007 12
W 33882 29
R 33882 29
W 21243 2
R 21243 2
W 5569 3
R 5569 3
W 24132 16
R 24132 16
W 29114 6
R 29114 6
W 46416 31
R 46416 31
W 34351 29
R 34351 29
W 25569 24
R 25569 24
W 38542 18
R 38542 18
W 1474 18
R 1474 18
W 56051 15
R 56051 15
W 21065 22
R 21065 22
W 16524 8
R 16524 8
W 56069 4
R 56069 4
W 53493 9
R 53493 9
W 51989 7
R 51989 7
W 21522 11
R 21522 11
W 15023 12
R 15023 12
W 3384 19
R 3384 19
W 47113 27
R 47113 27
W 2480 13
R 2480 13
W 50038 14
R 50038 14
W 24668 28
R 24668 28
W 7661 19
R 7661 19
W 56768 16
R 56768 16
W 45202 31
R 45202 31
W 32156 7
R 32156 7
W 34529 31
R 34529 31
W 34514 1
R 34514 1
W 22056 20
R 22056 20
W 47602 14
R 47602 14
W 36119 13
R 36119 13
W 24399 30
R 24399 30
W 30680 1
R 30680 1
W 16570 17
R 16570 17
W 52090 6
R 52090 6
W 48442 21
R 48442 21
W 31307 4
R 31307 4
W 54855 20
R 54855 20
W 5249 25
R 5249 25
W 39912 23
R 39912 23
W 36028 2
R 36028 2
W 51183 11
R 51183 11
W 38828 11
R 38828 11
W 21891 30
R 21891 30
W 50824 17
R 50824 17
W 12050 21
R 12050 21
W 15738 31
R 15738 31
W 15207 17
R 15207 17
W 6889 31
R 6889 31
W 1331 27
R 1331 27
W 26252 28
R 26252 28
W 38228 19
R 38228 19
W 49156 29
R 49156 29
W 30992 20
R 30992 20
W 24483 8
R 24483 8
W 39321 12
R 39321 12
W 3708 7
R 3708 7
W 28670 5
R 28670 5
W 45129 30
R 45129 30
W 37884 12
R 37884 12
W 25845 11
R 25845 11
W 51826 8
R 51826 8
W 29040 17
R 29040 17
W 14273 10
R 14273 10
W 25082 23
R 25082 23
W 29373 19
R 29373 19
W 48993 18
R 48993 18
W 43358 15
R 43358 15
W 37804 9
R 37804 9
W 29676 4
R 29676 4
W 22374 9
R 22374 9
W 49071 20
R 49071 20
W 28430 2
R 28430 2
W 3082 28
R 3082 28
W 5419 25
R 5419 25
W 38441 11
R 38441 11
W 25366 8
R 25366 8
W 56463 11
R 56463 11
W 34420 8
R 34420 8
W 24800 7
R 24800 7
W 4420 22
R 4420 22
W 37110 14
R 37110 14
W 56238 26
R 56238 26
W 28684 18
R 28684 18
W 31939 26
R 31939 26
W 33450 15
R 33450 15
W 4477 1
R 4477 1
W 6668 16
R 6668 16
W 8710 27
R 8710 27
W 32739 30
R 32739 30
W 42525 18
R 42525 18
W 20818 19
R 20818 19
W 38568 23
R 38568 23
W 56762 16
R 56762 16
W 16946 15
R 16946 15
W 50571 25
R 50571 25
W 12855 11
R 12855 11
W 9244 8
R 9244 8
W 45270 30
R 45270 30
W 40255 5
R 40255 5
W 30752 9
R 30752 9
W 450 25
R 450 25
W 25156 20
R 25156 20
W 43561 6
R 43561 6
W 8677 17
R 8677 17
W 31611 29
R 31611 29
W 16409 9
R 16409 9
W 53558 29
R 53558 29
W 55983 11
R 55983 11
W 54237 29
R 54237 29
W 11658 31
R 11658 31
W 20567 27
R 20567 27
W 12266 27
R 12266 27
W 28070 11
R 28070 11
W 51356 21
R 51356 21
W 11865 16
R 11865 16
W 10959 30
R 10959 30
W 43611 4
R 43611 4
W 11242 13
R 11242 13
W 4445 29
R 4445 29
W 32401 11
R 32401 11
W 5586 2
R 5586 2
W 14758 10
R 14758 10
W 38251 17
R 38251 17
W 38392 7
R 38392 7
W 12598 11
R 12598 11
W 17073 3
R 17073 3
W 9027 10
R 9027 10
W 46594 4
R 46594 4
W 13148 20
R 13148 20
W 31694 29
R 31694 29
W 48987 22
R 48987 22
W 29138 10
R 29138 10
W 13233 9
R 13233 9
W 48699 1
R 48699 1
W 52108 19
R 52108 19
W 37352 31
R 37352 31
W 7030 27
R 7030 27
W 43110 16
R 43110 16
W 49124 26
R 49124 26
W 14889 24
R 14889 24
W 480 22
R 480 22
W 21160 8
R 21160 8
W 44919 19
R 44919 19
W 30220 17
R 30220 17
W 34633 1
R 34633 1
W 17545 9
R 17545 9
W 30840 7
R 30840 7
W 45147 12
R 45147 12
W 13336 8
R 13336 8
W 53561 20
R 53561 20
W 43874 18
R 43874 18
W 49410 12
R 49410 12
W 20143 25
R 20143 25
W 22457 21
R 22457 21
W 34758 13
R 34758 13
W 8110 21
R 8110 21
W 52925 4
R 52925 4
W 28361 31
R 28361 31
W 31489 3
R 31489 3
W 33032 28
R 33032 28
W 46767 26
R 46767 26
W 18670 21
R 18670 21
W 15341 21
R 15341 21
W 56146 13
R 56146 13
W 18399 8
R 18399 8
W 20393 18
R 20393 18
W 12204 17
R 12204 17
W 39449 2
R 39449 2
W 23059 22
R 23059 22
W 36079 24
R 36079 24
W 33717 30
R 33717 30
W 27519 2
R 27519 2
W 57075 5
R 57075 5
W 4263 22
R 4263 22
W 48925 12
R 48925 12
W 23614 7
R 23614 7
W 14144 21
R 14144 21
W 42228 5
R 42228 5
W 32374 25
R 32374 25
W 49970 3
R 49970 3
W 19665 15
R 19665 15
W 47511 23
R 47511 23
W 9094 16
R 9094 16
W 56025 5
R 56025 5
W 17795 10
R 17795 10
W 16242 5
R 16242 5
W 5221 5
R 5221 5
W 15275 5
R 15275 5
W 34105 2
R 34105 2
W 19789 13
R 19789 13
W 40449 9
R 40449 9
W 47651 18
R 47651 18
W 28344 13
R 28344 13
W 18543 4
R 18543 4
W 8030 4
R 8030 4
W 45957 5
R 45957 5
W 7805 25
R 7805 25
W 43181 16
R 43181 16
W 49357 17
R 49357 17
W 32669 11
R 32669 11
W 2894 13
R 2894 13
W 53129 29
R 53129 29
W 27137 15
R 27137 15
W 54027 24
R 54027 24
W 14214 26
R 14214 26
W 21393 28
R 21393 28
W 2532 21
R 2532 21
W 43721 30
R 43721 30
W 36043 2
R 36043 2
W 17867 4
R 17867 4
W 57049 5
R 57049 5
W 55385 21
R 55385 21
W 26221 1
R 26221 1
W 8026 3
R 8026 3
W 9356 22
R 9356 22
W 28043 7
R 28043 7
W 15878 24
R 15878 24
W 3981 18
R 3981 18
W 18505 3
R 18505 3
W 38722 23
R 38722 23
W 8945 12
R 8945 12
W 21847 30
R 21847 30
W 55431 29
R 55431 29
W 25969 29
R 25969 29
W 4952 26
R 4952 26
W 4476 31
R 4476 31
W 33933 6
R 33933 6
W 3976 26
R 3976 26
W 27355 21
R 27355 21
W 12853 20
R 12853 20
W 36313 8
R 36313 8
W 40769 12
R 40769 12
W 48341 25
R 48341 25
W 29671 5
R 29671 5
W 37222 6
R 37222 6
W 42223 20
R 42223 20
W 54780 12
R 54780 12
W 49452 13
R 49452 13
W 6759 11
R 6759 11
W 13270 4
R 13270 4
W 45531 8
R 45531 8
W 8177 1
R 8177 1
W 12071 19
R 12071 19
W 16739 16
R 16739 16
W 15964 20
R 15964 20
W 2409 15
R 2409 15
W 4952 25
R 4952 25
W 38934 23
R 38934 23
W 22392 21
R 22392 21
W 5453 9
R 5453 9
W 14119 20
R 14119 20
W 48438 10
R 48438 10
W 38018 11
R 38018 11
W 48039 5
R 48039 5
W 50432 31
R 50432 31
W 48297 23
R 48297 23
W 13519 7
R 13519 7
W 52548 15
R 52548 15
W 3092 13
R 3092 13
W 48632 29
R 48632 29
W 33343 29
R 33343 29
W 5799 25
R 5799 25
W 20491 2
R 20491 2
W 26053 4
R 26053 4
W 55994 9
R 55994 9
W 36961 15
R 36961 15
W 13646 5
R 13646 5
W 57093 26
R 57093 26
W 52218 12
R 52218 12
W 30906 3
R 30906 3
W 43561 3
R 43561 3
W 18390 13
R 18390 13
W 20990 14
R 20990 14
W 8942 1
R 8942 1
W 9153 23
R 9153 23
W 34947 24
R 34947 24
W 34887 5
R 34887 5
W 15255 8
R 15255 8
W 19943 29
R 19943 29
W 32725 26
R 32725 26
W 7279 18
R 7279 18
W 14979 1
R 14979 1
W 32206 27
R 32206 27
W 56207 7
R 56207 7
W 46132 20
R 46132 20
W 6850 17
R 6850 17
W 51629 1
R 51629 1
W 23893 30
R 23893 30
W 14258 22
R 14258 22
W 22973 4
R 22973 4
W 16681 22
R 16681 22
W 49523 1
R 49523 1
W 33131 11
R 33131 11
W 49602 30
R 49602 30
W 32360 16
R 32360 16
W 6133 13
R 6133 13
W 29134 26
R 29134 26
W 44181 21
R 44181 21
W 19457 3
R 19457 3
W 22884 28
R 22884 28
W 7278 2
R 7278 2
W 32403 10
R 32403 10
W 30399 7
R 30399 7
W 49606 10
R 49606 10
W 15404 2
R 15404 2
W 51685 10
R 51685 10
W 7620 9
R 7620 9
W 26310 16
R 26310 16
W 43107 16
R 43107 16
W 20099 26
R 20099 26
W 27168 31
R 27168 31
W 49571 28
R 49571 28
W 30960 16
R 30960 16
W 43914 13
R 43914 13
W 13917 10
R 13917 10
W 42279 4
R 42279 4
W 14612 19
R 14612 19
W 6374 9
R 6374 9
W 57250 18
R 57250 18
W 24133 20
R 24133 20
W 5679 30
R 5679 30
W 39204 7
R 39204 7
W 54146 7
R 54146 7
W 37668 24
R 37668 24
W 10354 31
R 10354 31
W 49841 16
R 49841 16
W 10271 21
R 10271 21
W 20096 21
R 20096 21
W 4749 28
R 4749 28
W 17921 20
R 17921 20
W 57080 10
R 57080 10
W 31669 13
R 31669 13
W 12002 2
R 12002 2
W 51168 17
R 51168 17
W 20295 4
R 20295 4
W 27219 31
R 27219 31
W 20047 31
R 20047 31
W 22890 7
R 22890 7
W 9057 25
R 9057 25
W 40376 23
R 40376 23
W 44597 14
R 44597 14
W 32358 22
R 32358 22
W 1214 17
R 1214 17
W 30564 7
R 30564 7
W 50929 12
R 50929 12
W 16437 13
R 16437 13
W 43149 13
R 43149 13
W 56822 13
R 56822 13
W 12421 13
R 12421 13
W 1523 28
R 1523 28
W 3068 1
R 3068 1
W 42306 16
R 42306 16
W 21437 2
R 21437 2
W 23582 3
R 23582 3
W 2875 20
R 2875 20
W 25330 17
R 25330 17
W 31295 29
R 31295 29
W 36805 3
R 36805 3
W 44606 16
R 44606 16
W 30280 21
R 30280 21
W 42126 30
R 42126 30
W 15129 14
R 15129 14
W 21095 25
R 21095 25
W 1162 22
R 1162 22
W 48870 22
R 48870 22
W 49848 20
R 49848 20
W 15044 12
R 15044 12
W 9519 18
R 9519 18
W 26280 23
R 26280 23
W 42400 3
R 42400 3
W 31523 10
R 31523 10
W 2900 10
R 2900 10
W 2538 24
R 2538 24
W 21600 15
R 21600 15
W 33347 19
R 33347 19
W 3416 2
R 3416 2
W 24870 2
R 24870 2
W 29677 26
R 29677 26
W 16769 8
R 16769 8
W 5754 30
R 5754 30
W 25334 1
R 25334 1
W 52042 13
R 52042 13
W 16685 17
R 16685 17
W 52284 22
R 52284 22
W 20934 15
R 20934 15
W 6585 16
R 6585 16
W 39535 12
R 39535 12
W 41548 25
R 41548 25
W 40999 7
R 40999 7
W 15491 10
R 15491 10
W 41300 7
R 41300 7
W 18749 7
R 18749 7
W 21069 23
R 21069 23
W 38408 2
R 38408 2
W 5538 16
R 5538 16
W 37941 23
R 37941 23
W 26036 14
R 26036 14
W 54867 28
R 54867 28
W 20473 30
R 20473 30
W 20151 5
R 20151 5
W 29804 9
R 29804 9
W 20137 2
R 20137 2
W 28030 14
R 28030 14
W 37686 20
R 37686 20
W 1953 31
R 1953 31
W 4112 8
R 4112 8
W 55700 6
R 55700 6
W 35696 12
R 35696 12
W 54904 15
R 54904 15
W 40879 23
R 40879 23
W 52730 11
R 52730 11
W 25779 13
R 25779 13
W 37733 15
R 37733 15
W 55953 20
R 55953 20
W 7573 22
R 7573 22
W 25886 24
R 25886 24
W 29113 13
R 29113 13
W 32990 14
R 32990 14
W 42173 17
R 42173 17
W 44252 11
R 44252 11
W 50125 27
R 50125 27
W 21845 17
R 21845 17
W 5690 29
R 5690 29
W 51523 25
R 51523 25
W 8766 10
R 8766 10
W 55501 9
R 55501 9
W 48343 27
R 48343 27
W 9191 10
R 9191 10
W 39046 27
R 39046 27
W 13211 18
R 13211 18
W 1985 20
R 1985 20
W 18461 13
R 18461 13
W 11393 30
R 11393 30
W 22705 23
R 22705 23
W 56591 25
R 56591 25
W 32158 26
R 32158 26
W 634 17
R 634 17
W 32318 17
R 32318 17
W 46008 9
R 46008 9
W 1383 24
R 1383 24
W 53363 24
R 53363 24
W 34351 3
R 34351 3
W 15284 18
R 15284 18
W 56711 24
R 56711 24
W 34959 8
R 34959 8
W 43606 29
R 43606 29
W 27100 18
R 27100 18
W 2506 24
R 2506 24
W 56175 2
R 56175 2
W 34716 27
R 34716 27
W 26632 14
R 26632 14
W 39259 11
R 39259 11
W 55341 31
R 55341 31
W 17208 9
R 17208 9
W 24346 3
R 24346 3
W 16860 21
R 16860 21
W 1748 29
R 1748 29
W 48344 10
R 48344 10
W 29218 2
R 29218 2
W 14019 27
R 14019 27
W 43906 13
R 43906 13
W 27393 1
R 27393 1
W 54156 29
R 54156 29
W 52156 13
R 52156 13
W 46918 6
R 46918 6
W 34682 20
R 34682 20
W 22675 28
R 22675 28
W 27089 12
R 27089 12
W 14446 23
R 14446 23
W 48294 30
R 48294 30
W 46505 19
R 46505 19
W 50965 17
R 50965 17
W 50830 7
R 50830 7
W 7941 29
R 7941 29
W 24142 26
R 24142 26
W 13153 10
R 13153 10
W 14049 12
R 14049 12
W 16175 4
R 16175 4
W 4909 2
R 4909 2
W 55657 1
R 55657 1
W 15939 20
R 15939 20
W 2498 22
R 2498 22
W 41400 15
R 41400 15
W 51095 5
R 51095 5
W 8349 20
R 8349 20
W 20910 30
R 20910 30
W 33472 16
R 33472 16
W 37571 19
R 37571 19
W 48306 7
R 48306 7
W 41471 25
R 41471 25
W 1937 5
R 1937 5
W 9424 6
R 9424 6
W 29635 11
R 29635 11
W 10464 19
R 10464 19
W 20202 19
R 20202 19
